strategy,category,param_window,param_z_entry,param_z_exit,is_total_return_pct,is_max_drawdown_pct,is_sharpe_ratio,is_sortino_ratio,is_calmar_ratio,is_annualized_return_pct,is_annualized_volatility_pct,is_final_value,is_total_trades,is_win_rate_pct,is_profit_factor,is_expectancy,is_cagr_pct,is_recovery_factor,oos_total_return_pct,oos_max_drawdown_pct,oos_sharpe_ratio,oos_sortino_ratio,oos_calmar_ratio,oos_annualized_return_pct,oos_annualized_volatility_pct,oos_final_value,oos_total_trades,oos_win_rate_pct,oos_profit_factor,oos_expectancy,oos_cagr_pct,oos_recovery_factor,is_composite,oos_composite,robust_score
zscore_reversion,mean_reversion,20,2.0,0.0,58.76517789824922,12.276810463840327,0.9546341556303879,1.5334375519117975,1.0432648197794274,12.807964456024568,13.588687458845463,158765.17789824924,27.0,77.77777777777779,3.7651571757042657,2176.488070305526,12.807964456024568,4.786681204481738,18.13535624855751,9.437420305761979,0.8687532040836725,1.3976141765363694,1.1306377875536742,10.670304014720845,12.577152630606465,118135.35624855751,10.0,70.0,2.994076255952224,1813.53562485575,10.670304014720845,1.9216433793337615,0.5802976190476191,0.6281673489553925,0.5802976190476192
zscore_reversion,mean_reversion,20,2.0,0.5,35.160682231298225,13.247636411247822,0.7319558030041757,1.155797652979729,0.6168591648330164,8.171925932653789,11.657124052022134,135160.68223129824,27.0,74.07407407407408,2.30942969947683,1302.2474900480843,8.171925932653789,2.654109845696344,4.221797231603109,9.437420305761979,0.2834488023160846,0.4208076435859281,0.26992885496757696,2.5474320569820907,11.005069681812982,104221.79723160311,10.0,70.0,1.352320062220711,422.17972316031,2.5474320569820907,0.44734653060068835,0.42326839826839835,0.4166049077733861,0.4166049077733861
zscore_reversion,mean_reversion,20,2.0,1.0,19.93729752975107,14.67916147900028,0.5508112819788923,0.8651177912467019,0.33066462372055355,4.853879406986872,9.405066274382612,119937.29752975107,28.0,67.85714285714286,1.6795778035808204,712.0463403482529,4.853879406986872,1.3582041152877142,-3.354475930881003,9.662667332493392,-0.18694265304450022,-0.26546535429210366,-0.21259737801839346,-2.054257739552079,8.959594926021678,96645.524069119,10.0,50.0,0.7109130627221867,-335.44759308810103,-2.054257739552079,-0.34715837930181553,0.29855519480519477,0.22810794278185584,0.22810794278185587
zscore_reversion,mean_reversion,20,2.5,0.0,32.35349912812159,7.575633860245434,0.9711627175159769,1.6018081324452254,1.0007929724103186,7.581641128887284,7.84074982918387,132353.4991281216,10.0,80.0,10.20890753228609,3235.34991281216,7.581641128887284,4.2707316278711245,17.018185229733323,3.326337066855989,1.4606561389770265,3.037602476236872,3.0160661213695543,10.032452535600122,6.698175710538988,117018.18522973332,4.0,100.0,inf,4254.546307433333,10.032452535600122,5.116193845568,0.6047700216450217,0.48371040995026876,0.4837104099502688
zscore_reversion,mean_reversion,20,2.5,0.5,20.663650732211536,7.141537784872387,0.7304045820259127,1.19417004785299,0.7027989603444623,5.019065330469008,7.04318930388281,120663.65073221154,10.0,80.0,8.656661572261761,2066.365073221152,5.019065330469008,2.8934455511784116,10.79980592294663,3.326337066855989,1.0650091241835227,1.99319464772844,1.9353040915851891,6.437473735477872,6.027554305367612,110799.80592294663,4.0,100.0,inf,2699.9514807366554,6.437473735477872,3.2467563286226038,0.48458874458874457,0.44341190405364245,0.4434119040536425
zscore_reversion,mean_reversion,20,2.5,1.0,21.891980864086086,3.9696101336343714,0.9909458814140321,1.849996553268638,1.3343237089936046,5.2967449167696135,5.352173389216925,121891.98086408609,10.0,80.0,11.525186696417459,2189.1980864086095,5.2967449167696135,5.514894442302048,4.088692252449152,3.326337066855989,0.49580750789431244,0.8101952228755456,0.7418793479648099,2.4677407742702995,5.186734719784393,104088.69225244915,4.0,50.0,4.558676416395527,1022.1730631122891,2.4677407742702995,1.2291875929199598,0.7011417748917749,0.3540134277582744,0.3540134277582744
zscore_reversion,mean_reversion,20,3.0,0.0,0.0,0.0,,,,0.0,0.0,100000.0,0.0,,,,0.0,,1.8019849942959556,3.326337066855989,0.2904697816313206,0.5073848624344156,0.3284006148203445,1.0923711378552081,4.015514027129943,101801.98499429596,1.0,100.0,inf,1801.9849942959618,1.0923711378552081,0.5417325298302281,0.0,0.1415795172663319,0.0
zscore_reversion,mean_reversion,20,3.0,0.5,0.0,0.0,,,,0.0,0.0,100000.0,0.0,,,,0.0,,1.4087066509799333,3.326337066855989,0.23470376247503624,0.4039544765717507,0.25692357586890746,0.8546144137619338,3.956552866254099,101408.70665097993,1.0,100.0,inf,1408.7066509799279,0.8546144137619338,0.4235008727817908,0.0,0.12739803668806052,0.0
zscore_reversion,mean_reversion,20,3.0,1.0,0.0,0.0,,,,0.0,0.0,100000.0,0.0,,,,0.0,,-0.9799747043065727,3.326337066855989,-0.15169296681533295,-0.2335350900876211,-0.17956706799593536,-0.5973005942615295,3.5390874925864826,99020.02529569343,1.0,0.0,0.0,-979.9747043065724,-0.5973005942615295,-0.2946107639154057,0.0,0.08401660023094049,0.0
zscore_reversion,mean_reversion,40,1.5,0.0,145.3815631679311,10.07445853870429,1.678022679041523,2.7676061650509576,2.617319039222339,26.3680721432068,14.58165411163005,245381.5631679311,25.0,92.0,30.21685308295723,5815.262526717244,26.3680721432068,14.430707378406572,39.68892848293399,9.974775715923789,1.5172918040461463,2.5850580618116505,2.2605202550840673,22.548182545766405,14.05129511497395,139688.928482934,11.0,81.81818181818183,20.330891815982714,3608.084407539454,22.548182545766405,3.9789294128763575,0.8694859307359306,0.7634693205345379,0.7634693205345378
